iter	Logloss
885	0.2797074715
886	0.2796881719
887	0.2796657991
888	0.2796401942
889	0.2796178302
890	0.2795880957
891	0.2795650681
892	0.2795409004
893	0.2795107221
894	0.2794772817
895	0.2794483846
896	0.2794187692
897	0.2793973395
898	0.2793752122
899	0.2793599971
900	0.2793280149
901	0.2793085538
902	0.2792793718
903	0.2792508027
904	0.279223629
905	0.2792021525
906	0.2791806494
907	0.2791548204
908	0.2791298422
909	0.2791072146
910	0.2790827629
911	0.2790601858
912	0.2790319842
913	0.2790054503
914	0.2789756268
915	0.2789490614
916	0.278923099
917	0.2788981043
918	0.2788722023
919	0.278847948
920	0.2788159828
921	0.2787842276
922	0.2787682886
923	0.2787447494
924	0.2787162263
925	0.2787025205
926	0.2786815843
927	0.2786591017
928	0.2786342859
929	0.2786142268
930	0.278593284
931	0.2785666467
932	0.2785403453
933	0.2785085371
934	0.2784842589
935	0.2784520751
936	0.2784233887
937	0.2783966361
938	0.278379319
939	0.2783508984
940	0.2783278322
941	0.2782992637
942	0.2782686671
943	0.2782449841
944	0.2782281582
945	0.2782087945
946	0.278188148
947	0.2781733763
948	0.2781523648
949	0.2781356589
950	0.2781090046
951	0.2780878287
952	0.2780647928
953	0.278030119
954	0.278008957
955	0.2779878685
956	0.2779535047
957	0.2779320354
958	0.2779037302
959	0.2778691077
960	0.2778440832
961	0.2778206837
962	0.2778011113
963	0.2777794643
964	0.2777479985
965	0.2777178041
966	0.2776990265
967	0.2776875143
968	0.2776601816
969	0.2776319223
970	0.277607289
971	0.2775757813
972	0.2775422075
973	0.277515706
974	0.2774955894
975	0.277461711
976	0.2774372916
977	0.2774043727
978	0.2773850296
979	0.2773577531
980	0.2773305464
981	0.2773052309
982	0.2772833987
983	0.2772611883
984	0.2772322822
985	0.2772149073
986	0.2771949912
987	0.2771724659
988	0.277146669
989	0.2771187813
990	0.2770870097
991	0.2770650373
992	0.2770342817
993	0.2770146896
994	0.2769928982
995	0.2769603683
996	0.2769402479
997	0.2769142447
998	0.2768987613
999	0.2768731398
